id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,house_age,is_renovated,years_since_renov,basement_ratio,above_ratio,lot_to_living_ratio,zipcode_98002,zipcode_98003,zipcode_98004,zipcode_98005,zipcode_98006,zipcode_98007,zipcode_98008,zipcode_98010,zipcode_98011,zipcode_98014,zipcode_98019,zipcode_98022,zipcode_98023,zipcode_98024,zipcode_98027,zipcode_98028,zipcode_98029,zipcode_98030,zipcode_98031,zipcode_98032,zipcode_98033,zipcode_98034,zipcode_98038,zipcode_98039,zipcode_98040,zipcode_98042,zipcode_98045,zipcode_98052,zipcode_98053,zipcode_98055,zipcode_98056,zipcode_98058,zipcode_98059,zipcode_98065,zipcode_98070,zipcode_98072,zipcode_98074,zipcode_98075,zipcode_98077,zipcode_98092,zipcode_98102,zipcode_98103,zipcode_98105,zipcode_98106,zipcode_98107,zipcode_98108,zipcode_98109,zipcode_98112,zipcode_98115,zipcode_98116,zipcode_98117,zipcode_98118,zipcode_98119,zipcode_98122,zipcode_98125,zipcode_98126,zipcode_98133,zipcode_98136,zipcode_98144,zipcode_98146,zipcode_98148,zipcode_98155,zipcode_98166,zipcode_98168,zipcode_98177,zipcode_98178,zipcode_98188,zipcode_98198,zipcode_98199
7129300520,3,1.0,1180.0,5650.0,1.0,0,0,3,7,0,1955,0,47.5112,-122.257,1340,5650.0,2014,10,59,0,0,0.0,0.8805970149253731,4.2164179104477615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6414100192,3,2.25,2570.0,7242.0,2.0,0,0,3,7,400,1951,1991,47.721,-122.319,1690,7639.0,2014,12,63,1,23,0.23668639053254437,1.2840236686390532,4.520118343195266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5631500400,2,1.0,770.0,10000.0,1.0,0,0,3,6,0,1933,0,47.7379,-122.233,2720,8062.0,2015,2,82,0,0,0.0,0.28308823529411764,2.963970588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2487200875,4,3.0,1960.0,5000.0,1.0,0,0,5,7,910,1965,0,47.5208,-122.393,1360,5000.0,2014,12,49,0,0,0.6691176470588235,0.7720588235294118,3.676470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1954400510,3,2.0,1680.0,8080.0,1.0,0,0,3,8,0,1987,0,47.6168,-122.045,1800,7503.0,2015,2,28,0,0,0.0,0.9333333333333333,4.168333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7237550310,4,4.5,4978.80000000001,101930.0,1.0,0,0,3,11,1530,2001,0,47.6561,-122.005,4080,101930.0,2014,5,13,0,0,0.375,0.9534313725490197,24.982843137254903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1321400060,3,2.25,1715.0,6819.0,2.0,0,0,3,7,0,1995,0,47.3097,-122.327,2238,6819.0,2014,6,19,0,0,0.0,0.7663092046470062,3.046916890080429,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008000270,3,1.5,1060.0,9711.0,1.0,0,0,3,7,0,1963,0,47.4095,-122.315,1650,9711.0,2015,1,52,0,0,0.0,0.6424242424242425,5.885454545454546,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2414600126,3,1.0,1780.0,7470.0,1.0,0,0,3,7,730,1960,0,47.5123,-122.337,1780,8113.0,2015,4,55,0,0,0.4101123595505618,0.5898876404494382,4.557865168539326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3793500160,3,2.5,1890.0,6560.0,2.0,0,0,3,7,0,2003,0,47.3684,-122.031,2390,7570.0,2015,3,12,0,0,0.0,0.7907949790794979,3.1673640167364017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1736800520,3,2.5,3560.0,9796.0,1.0,0,0,3,8,1700,1965,0,47.6007,-122.145,2210,8925.0,2015,4,50,0,0,0.7692307692307693,0.8416289592760181,4.038461538461538,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9212900260,2,1.0,1160.0,6000.0,1.0,0,0,4,7,300,1942,0,47.69,-122.292,1330,6000.0,2014,5,72,0,0,0.22556390977443608,0.6466165413533834,4.511278195488722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114101516,3,1.0,1430.0,19901.0,1.5,0,0,4,7,0,1927,0,47.7558,-122.229,1780,12697.0,2014,5,87,0,0,0.0,0.8033707865168539,7.133146067415731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6054650070,3,1.75,1370.0,9680.0,1.0,0,0,4,7,0,1977,0,47.6127,-122.045,1370,10208.0,2014,10,37,0,0,0.0,1.0,7.451094890510949,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1175000570,5,2.0,1810.0,4850.0,1.5,0,0,3,7,0,1900,0,47.67,-122.394,1360,4850.0,2015,3,115,0,0,0.0,1.3308823529411764,3.5661764705882355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9297300055,4,3.0,2950.0,5000.0,2.0,0,3,3,9,970,1979,0,47.5714,-122.375,2140,4000.0,2015,1,36,0,0,0.4532710280373832,0.9252336448598131,1.8691588785046729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1875500060,3,2.0,1890.0,14040.0,2.0,0,0,3,7,0,1994,0,47.7277,-121.962,1890,14018.0,2014,7,20,0,0,0.0,1.0,7.416931216931217,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6865200140,4,1.0,1600.0,4300.0,1.5,0,0,4,7,0,1916,0,47.6648,-122.343,1610,4300.0,2014,5,98,0,0,0.0,0.9937888198757764,2.670807453416149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16000397,2,1.0,1200.0,9850.0,1.0,0,0,4,7,0,1921,0,47.3089,-122.21,1060,5095.0,2014,12,93,0,0,0.0,1.1320754716981132,4.806603773584905,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7983200060,3,1.0,1250.0,9774.0,1.0,0,0,4,7,0,1969,0,47.3343,-122.306,1280,8850.0,2015,4,46,0,0,0.0,0.9765625,6.9140625,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6300500875,4,1.75,1620.0,4980.0,1.0,0,0,4,7,760,1947,0,47.7025,-122.341,1400,4980.0,2014,5,67,0,0,0.5428571428571428,0.6142857142857143,3.557142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2524049179,3,2.75,3050.0,44867.0,1.0,0,4,3,9,720,1968,0,47.5316,-122.233,4080,20336.0,2014,8,46,0,0,0.17647058823529413,0.571078431372549,4.984313725490196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7137970340,5,2.5,2270.0,6300.0,2.0,0,0,3,8,0,1995,0,47.3266,-122.169,2240,7005.0,2014,7,19,0,0,0.0,1.0133928571428572,3.127232142857143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8091400200,2,1.5,1070.0,9643.0,1.0,0,0,3,7,0,1985,0,47.3533,-122.166,1220,8386.0,2014,5,29,0,0,0.0,0.8770491803278688,6.8737704918032785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3814700200,3,2.25,2450.0,6500.0,2.0,0,0,4,8,0,1985,0,47.3739,-122.172,2200,6865.0,2014,11,29,0,0,0.0,1.1136363636363635,3.1204545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1202000200,3,2.0,1710.0,4697.0,1.5,0,0,5,6,0,1941,0,47.3048,-122.218,1030,4705.0,2014,11,73,0,0,0.0,1.6601941747572815,4.567961165048544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1794500383,3,1.75,2450.0,2691.0,2.0,0,0,3,8,700,1915,0,47.6386,-122.36,1760,3573.0,2014,6,99,0,0,0.3977272727272727,0.9943181818181818,2.0301136363636365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3303700376,3,1.0,1400.0,1581.0,1.5,0,0,5,8,0,1909,0,47.6221,-122.314,1860,3861.0,2014,12,105,0,0,0.0,0.7526881720430108,2.075806451612903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5101402488,3,1.75,1520.0,6380.0,1.0,0,0,3,7,730,1948,0,47.695,-122.304,1520,6235.0,2014,6,66,0,0,0.48026315789473684,0.5197368421052632,4.1019736842105265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1873100390,4,2.5,2570.0,7173.0,2.0,0,0,3,8,0,2005,0,47.7073,-122.11,2630,6026.0,2015,3,10,0,0,0.0,0.9771863117870723,2.291254752851711,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
